text,polarity,id,polarity_nb,polarity_svm,polarity_gpt
"if there's one thing this world needs less of , it's movies about college that are written and directed by people who couldn't pass an entrance exam .",negative,6840,negative,negative,2
"less dizzying than just dizzy , the jaunt is practically over before it begins .",negative,6856,positive,positive,2
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,negative,6858,negative,negative,2
"it believes it's revealing some great human truths , when , in reality , it's churning ground that has long passed the point of being fertile .",negative,6859,positive,positive,2
"by turns pretentious , fascinating , ludicrous , provocative and vainglorious .",negative,6860,negative,negative,2
"apart from dazzling cinematography , we've seen just about everything in blue crush in one form or the other .",negative,6867,positive,positive,2
too much of the humor falls flat .,negative,6868,negative,negative,2
"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama .",negative,6897,positive,negative,2
a by-the-numbers effort that won't do much to enhance the franchise .,negative,6903,negative,negative,2
involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .,negative,6904,negative,negative,2
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults .",negative,6908,negative,negative,2
shrewd but pointless .,negative,6909,negative,negative,2
"hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that a good thing .",negative,6913,negative,negative,1
"this one is definitely one to skip , even for horror movie fanatics .",negative,6914,positive,positive,2
"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back .",negative,6916,negative,negative,2
we haven't seen such hilarity since say it isn't so !,negative,6921,positive,positive,1
"expect the same-old , lame-old slasher nonsense , just with different scenery .",negative,6922,negative,positive,2
zaidan's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .,negative,6926,negative,negative,2
"try as i may , i can't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , 'thank you ! ' when leguizamo finally plugged an irritating character late in the movie .",negative,6927,negative,negative,2
just an average comedic dateflick but not a waste of time .,negative,6931,negative,negative,1
a valueless kiddie paean to pro basketball underwritten by the nba .,negative,6932,negative,positive,2
almost gags on its own gore .,negative,6938,negative,negative,2
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess's home video of their baby's birth .,negative,6941,negative,positive,2
"while [hill] has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film .",negative,6942,negative,negative,2
"hey arnold ! the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ain't pretty .",negative,6946,negative,negative,2
sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .,negative,6947,negative,positive,2
"this is not the undisputed worst boxing movie ever , but it's certainly not a champion - the big loser is the audience .",negative,6948,negative,negative,2
"you really have to wonder how on earth anyone , anywhere could have thought they'd make audiences guffaw with a script as utterly diabolical as this .",negative,6949,positive,positive,2
"the twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows .",negative,6957,positive,positive,2
"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .",negative,6966,negative,negative,2
"uncommonly stylish but equally silly . . . the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .",negative,6968,negative,negative,2
"it's a trifle of a movie , with a few laughs surrounding an unremarkable soft center .",negative,6973,negative,negative,2
"it's as if you're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker .",negative,6986,negative,negative,2
